OrderID,Product,Category,Price,Quantity,Country,OrderDate,TotalSales
32,Headphones,Accessories,1941.08,3,India,02-01-2022 07:00,5823.24
33,Headphones,Accessories,1369.63,2,Germany,02-01-2022 08:00,2739.26
34,Laptop,Accessories,560.34,4,Canada,02-01-2022 09:00,2241.36
35,Tablet,Accessories,1860.09,4,USA,02-01-2022 10:00,7440.36
36,Camera,Electronics,1290.67,3,USA,02-01-2022 11:00,3872.01
37,Tablet,Electronics,1194.28,3,Canada,02-01-2022 12:00,3582.84
38,Camera,Accessories,915.31,1,India,02-01-2022 13:00,915.31
39,Laptop,Accessories,640.73,1,USA,02-01-2022 14:00,640.73
40,Phone,Accessories,1107.13,2,India,02-01-2022 15:00,2214.26
41,Headphones,Accessories,795.51,3,USA,02-01-2022 16:00,2386.53
42,Laptop,Electronics,1722.65,3,UK,02-01-2022 17:00,5167.95
43,Headphones,Electronics,154.72,1,India,02-01-2022 18:00,154.72
44,Phone,Electronics,1107.17,3,India,02-01-2022 19:00,3321.51
45,Phone,Accessories,1689.47,3,Germany,02-01-2022 20:00,5068.41
46,Laptop,Electronics,152.45,2,Canada,02-01-2022 21:00,304.9
47,Phone,Accessories,636.38,1,Canada,02-01-2022 22:00,636.38
48,Camera,Accessories,197.89,1,India,02-01-2022 23:00,197.89
49,Phone,Electronics,1230.51,2,Germany,03-01-2022 00:00,2461.02
50,Headphones,Accessories,701.8,3,UK,03-01-2022 01:00,2105.4
51,Headphones,Electronics,1923.49,2,Germany,03-01-2022 02:00,3846.98
52,Headphones,Electronics,1270.96,4,USA,03-01-2022 03:00,5083.84
53,Headphones,Accessories,1167.42,2,Canada,03-01-2022 04:00,2334.84
54,Camera,Electronics,1842.76,1,Germany,03-01-2022 05:00,1842.76
55,Tablet,Accessories,524.79,3,Canada,03-01-2022 06:00,1574.37
56,Laptop,Accessories,1168.26,4,Germany,03-01-2022 07:00,4673.04
57,Headphones,Electronics,1131.29,4,USA,03-01-2022 08:00,4525.16
58,Phone,Electronics,256.02,1,India,03-01-2022 09:00,256.02
59,Headphones,Electronics,1870.91,2,India,03-01-2022 10:00,3741.82
60,Phone,Electronics,1430.45,2,USA,03-01-2022 11:00,2860.9
61,Phone,Electronics,1787.4,4,India,03-01-2022 12:00,7149.6
62,Headphones,Accessories,1966.82,2,Germany,03-01-2022 13:00,3933.64
63,Camera,Accessories,1011.34,2,Canada,03-01-2022 14:00,2022.68
64,Phone,Electronics,1626.95,3,USA,03-01-2022 15:00,4880.85
65,Phone,Electronics,1197.36,4,Canada,03-01-2022 16:00,4789.44
66,Headphones,Electronics,1956.53,1,Germany,03-01-2022 17:00,1956.53
67,Phone,Accessories,569.72,1,USA,03-01-2022 18:00,569.72
68,Phone,Accessories,126.25,2,Canada,03-01-2022 19:00,252.5
69,Headphones,Accessories,453.3,4,Germany,03-01-2022 20:00,1813.2
70,Headphones,Electronics,343.24,4,Germany,03-01-2022 21:00,1372.96
71,Laptop,Accessories,930.21,3,India,03-01-2022 22:00,2790.63
72,Camera,Electronics,247.08,1,Germany,03-01-2022 23:00,247.08
73,Camera,Electronics,518.38,2,UK,04-01-2022 00:00,1036.76
74,Phone,Electronics,282.91,4,Canada,04-01-2022 01:00,1131.64
75,Camera,Accessories,1024.83,1,Germany,04-01-2022 02:00,1024.83
76,Phone,Accessories,606.88,3,USA,04-01-2022 03:00,1820.64
77,Laptop,Electronics,994.91,3,Germany,04-01-2022 04:00,2984.73
78,Headphones,Electronics,268.89,4,USA,04-01-2022 05:00,1075.56
79,Headphones,Electronics,1082.05,2,India,04-01-2022 06:00,2164.1
80,Headphones,Accessories,347.13,2,India,04-01-2022 07:00,694.26
81,Camera,Accessories,288.76,4,Germany,04-01-2022 08:00,1155.04
82,Laptop,Electronics,689.04,1,UK,04-01-2022 09:00,689.04
83,Camera,Electronics,1761.39,4,India,04-01-2022 10:00,7045.56
84,Camera,Electronics,1598.19,2,UK,04-01-2022 11:00,3196.38
85,Laptop,Electronics,1922.38,1,India,04-01-2022 12:00,1922.38
86,Laptop,Accessories,974.37,4,Canada,04-01-2022 13:00,3897.48
87,Laptop,Accessories,693.64,1,Canada,04-01-2022 14:00,693.64
88,Laptop,Accessories,1944.72,3,UK,04-01-2022 15:00,5834.16
89,Headphones,Electronics,825.36,1,USA,04-01-2022 16:00,825.36
90,Tablet,Accessories,117.3,3,USA,04-01-2022 17:00,351.9
91,Tablet,Accessories,1658.21,1,USA,04-01-2022 18:00,1658.21
92,Laptop,Accessories,421.5,3,Canada,04-01-2022 19:00,1264.5
93,Tablet,Electronics,1464.03,2,Germany,04-01-2022 20:00,2928.06
94,Tablet,Accessories,128.73,3,Germany,04-01-2022 21:00,386.19
95,Laptop,Accessories,310.88,2,UK,04-01-2022 22:00,621.76
96,Tablet,Electronics,1018.77,4,India,04-01-2022 23:00,4075.08
97,Camera,Electronics,229.01,4,Germany,05-01-2022 00:00,916.04
98,Phone,Electronics,1788.4,2,Canada,05-01-2022 01:00,3576.8
99,Phone,Electronics,1524.75,3,UK,05-01-2022 02:00,4574.25
100,Laptop,Accessories,723.55,3,India,05-01-2022 03:00,2170.65
101,Headphones,Electronics,1235.29,2,Germany,05-01-2022 04:00,2470.58
102,Laptop,Accessories,1459.5,3,USA,05-01-2022 05:00,4378.5
103,Headphones,Electronics,1535.26,1,UK,05-01-2022 06:00,1535.26
104,Phone,Electronics,851.78,1,Germany,05-01-2022 07:00,851.78
105,Laptop,Accessories,1807.72,3,India,05-01-2022 08:00,5423.16
106,Camera,Electronics,1889.39,1,Germany,05-01-2022 09:00,1889.39
107,Tablet,Electronics,471.86,1,Germany,05-01-2022 10:00,471.86
108,Headphones,Accessories,1831.35,2,Germany,05-01-2022 11:00,3662.7
109,Tablet,Accessories,1454.09,1,India,05-01-2022 12:00,1454.09
110,Tablet,Electronics,1787.46,4,Canada,05-01-2022 13:00,7149.84
111,Laptop,Electronics,907.03,3,Germany,05-01-2022 14:00,2721.09
112,Tablet,Electronics,1356.28,4,Canada,05-01-2022 15:00,5425.12
113,Camera,Accessories,547.22,2,UK,05-01-2022 16:00,1094.44
114,Tablet,Accessories,1527.09,2,USA,05-01-2022 17:00,3054.18
115,Laptop,Electronics,1205.29,4,India,05-01-2022 18:00,4821.16
116,Camera,Accessories,1013.8,2,India,05-01-2022 19:00,2027.6
117,Phone,Accessories,1416.1,4,USA,05-01-2022 20:00,5664.4
118,Tablet,Electronics,1149.46,4,India,05-01-2022 21:00,4597.84
119,Laptop,Electronics,1554.17,4,India,05-01-2022 22:00,6216.68
120,Phone,Electronics,1731.03,4,UK,05-01-2022 23:00,6924.12
121,Phone,Electronics,1621.15,2,USA,06-01-2022 00:00,3242.3
122,Headphones,Accessories,684.26,2,Canada,06-01-2022 01:00,1368.52
123,Camera,Electronics,1954.63,2,USA,06-01-2022 02:00,3909.26
124,Tablet,Electronics,1334.51,3,UK,06-01-2022 03:00,4003.53
125,Laptop,Accessories,714.59,1,Germany,06-01-2022 04:00,714.59
126,Headphones,Accessories,180.9,1,Germany,06-01-2022 05:00,180.9
127,Camera,Accessories,1977.38,4,UK,06-01-2022 06:00,7909.52
128,Headphones,Accessories,1238.13,1,UK,06-01-2022 07:00,1238.13
129,Camera,Accessories,532.33,4,UK,06-01-2022 08:00,2129.32
130,Camera,Accessories,1033.14,2,UK,06-01-2022 09:00,2066.28
131,Tablet,Accessories,855.33,4,Canada,06-01-2022 10:00,3421.32
132,Camera,Electronics,1907.59,3,USA,06-01-2022 11:00,5722.77
133,Headphones,Electronics,1036.06,2,Germany,06-01-2022 12:00,2072.12
134,Camera,Accessories,1020.87,3,USA,06-01-2022 13:00,3062.61
135,Tablet,Electronics,1609.74,1,UK,06-01-2022 14:00,1609.74
136,Tablet,Accessories,842.73,1,USA,06-01-2022 15:00,842.73
137,Headphones,Electronics,473.38,3,Canada,06-01-2022 16:00,1420.14
138,Phone,Accessories,1559.96,2,UK,06-01-2022 17:00,3119.92
139,Phone,Accessories,1829.21,2,India,06-01-2022 18:00,3658.42
140,Camera,Accessories,186.88,4,Canada,06-01-2022 19:00,747.52
141,Laptop,Accessories,1733.81,1,USA,06-01-2022 20:00,1733.81
142,Camera,Accessories,931.94,3,USA,06-01-2022 21:00,2795.82
143,Headphones,Accessories,649.35,1,India,06-01-2022 22:00,649.35
144,Headphones,Electronics,174.44,3,India,06-01-2022 23:00,523.32
145,Headphones,Electronics,490.49,3,UK,07-01-2022 00:00,1471.47
146,Headphones,Electronics,732.45,2,Germany,07-01-2022 01:00,1464.9
147,Headphones,Electronics,234.3,4,Canada,07-01-2022 02:00,937.2
148,Tablet,Electronics,458.7,4,Germany,07-01-2022 03:00,1834.8
149,Phone,Electronics,1500,4,USA,07-01-2022 04:00,6000
150,Headphones,Accessories,1405.04,1,India,07-01-2022 05:00,1405.04
151,Laptop,Accessories,1562.69,4,India,07-01-2022 06:00,6250.76
152,Laptop,Electronics,413.99,1,India,07-01-2022 07:00,413.99
153,Laptop,Accessories,181.76,3,Canada,07-01-2022 08:00,545.28
154,Laptop,Electronics,990.32,2,UK,07-01-2022 09:00,1980.64
155,Tablet,Electronics,751.29,1,USA,07-01-2022 10:00,751.29
156,Laptop,Accessories,1575.79,1,India,07-01-2022 11:00,1575.79
157,Headphones,Accessories,1123.77,1,USA,07-01-2022 12:00,1123.77
158,Camera,Electronics,1869.24,4,India,07-01-2022 13:00,7476.96
159,Laptop,Accessories,216.29,1,USA,07-01-2022 14:00,216.29
160,Tablet,Accessories,790.99,3,Germany,07-01-2022 15:00,2372.97
161,Tablet,Electronics,869.96,1,Canada,07-01-2022 16:00,869.96
162,Laptop,Electronics,339.19,4,USA,07-01-2022 17:00,1356.76
163,Camera,Electronics,1207.73,1,Canada,07-01-2022 18:00,1207.73
164,Laptop,Electronics,176.38,4,Germany,07-01-2022 19:00,705.52
165,Tablet,Accessories,1454.18,4,USA,07-01-2022 20:00,5816.72
166,Phone,Electronics,171.14,3,Canada,07-01-2022 21:00,513.42
167,Headphones,Accessories,1759.6,2,India,07-01-2022 22:00,3519.2
168,Tablet,Accessories,223.55,1,India,07-01-2022 23:00,223.55
169,Laptop,Electronics,967.06,1,USA,08-01-2022 00:00,967.06
170,Headphones,Accessories,395.23,3,Canada,08-01-2022 01:00,1185.69
171,Laptop,Electronics,352.93,4,UK,08-01-2022 02:00,1411.72
172,Laptop,Accessories,1470.31,2,UK,08-01-2022 03:00,2940.62
173,Phone,Accessories,1571.08,1,Germany,08-01-2022 04:00,1571.08
174,Headphones,Accessories,1504.48,2,India,08-01-2022 05:00,3008.96
175,Headphones,Electronics,867.58,1,Germany,08-01-2022 06:00,867.58
176,Phone,Accessories,1982.49,2,UK,08-01-2022 07:00,3964.98
177,Tablet,Electronics,745.94,3,UK,08-01-2022 08:00,2237.82
178,Laptop,Accessories,566.03,2,Canada,08-01-2022 09:00,1132.06
179,Camera,Electronics,1993.36,3,USA,08-01-2022 10:00,5980.08
180,Laptop,Accessories,1956.83,4,India,08-01-2022 11:00,7827.32
181,Laptop,Accessories,1224.49,2,Germany,08-01-2022 12:00,2448.98
182,Tablet,Accessories,497.17,1,India,08-01-2022 13:00,497.17
183,Laptop,Electronics,553.15,3,UK,08-01-2022 14:00,1659.45
184,Phone,Accessories,1089.68,2,India,08-01-2022 15:00,2179.36
185,Phone,Electronics,1574.6,4,UK,08-01-2022 16:00,6298.4
186,Headphones,Accessories,247.16,2,India,08-01-2022 17:00,494.32
187,Camera,Electronics,1406.57,1,Canada,08-01-2022 18:00,1406.57
188,Laptop,Accessories,295.91,4,UK,08-01-2022 19:00,1183.64
189,Laptop,Accessories,1703.81,4,USA,08-01-2022 20:00,6815.24
190,Tablet,Accessories,1111.02,4,Canada,08-01-2022 21:00,4444.08
191,Phone,Electronics,1980.42,3,India,08-01-2022 22:00,5941.26
192,Camera,Electronics,1530.67,2,India,08-01-2022 23:00,3061.34
193,Headphones,Accessories,1044.73,3,Canada,09-01-2022 00:00,3134.19
194,Phone,Electronics,368.24,3,USA,09-01-2022 01:00,1104.72
195,Headphones,Electronics,1130.55,1,Germany,09-01-2022 02:00,1130.55
196,Tablet,Accessories,317.44,1,Germany,09-01-2022 03:00,317.44
197,Tablet,Accessories,1819.81,2,USA,09-01-2022 04:00,3639.62
198,Laptop,Accessories,537.13,2,Germany,09-01-2022 05:00,1074.26
199,Camera,Accessories,1744.2,4,India,09-01-2022 06:00,6976.8
200,Headphones,Electronics,677.41,3,Germany,09-01-2022 07:00,2032.23
201,Phone,Electronics,521.61,4,Canada,09-01-2022 08:00,2086.44
202,Tablet,Accessories,678.05,3,Canada,09-01-2022 09:00,2034.15
203,Laptop,Electronics,1444.35,4,Germany,09-01-2022 10:00,5777.4
204,Laptop,Electronics,1097.91,1,Germany,09-01-2022 11:00,1097.91
205,Headphones,Electronics,304.2,4,UK,09-01-2022 12:00,1216.8
206,Tablet,Accessories,360.41,4,Germany,09-01-2022 13:00,1441.64
207,Camera,Accessories,819.21,3,USA,09-01-2022 14:00,2457.63
208,Tablet,Accessories,743.23,1,India,09-01-2022 15:00,743.23
209,Headphones,Accessories,1718.3,3,USA,09-01-2022 16:00,5154.9
210,Headphones,Accessories,1187.28,3,Germany,09-01-2022 17:00,3561.84
211,Tablet,Electronics,454.76,3,Germany,09-01-2022 18:00,1364.28
212,Headphones,Accessories,153.85,2,Germany,09-01-2022 19:00,307.7
213,Tablet,Accessories,294.49,1,Germany,09-01-2022 20:00,294.49
214,Phone,Electronics,1430.78,1,India,09-01-2022 21:00,1430.78
215,Tablet,Accessories,1709.48,1,USA,09-01-2022 22:00,1709.48
216,Tablet,Electronics,1586.82,1,India,09-01-2022 23:00,1586.82
217,Headphones,Electronics,1600.76,3,UK,10-01-2022 00:00,4802.28
218,Headphones,Accessories,595.83,4,Germany,10-01-2022 01:00,2383.32
219,Laptop,Electronics,1979.26,1,USA,10-01-2022 02:00,1979.26
220,Laptop,Electronics,264.18,1,Canada,10-01-2022 03:00,264.18
221,Phone,Electronics,1660.08,4,India,10-01-2022 04:00,6640.32
222,Laptop,Accessories,283.95,3,India,10-01-2022 05:00,851.85
223,Tablet,Electronics,608.31,4,Germany,10-01-2022 06:00,2433.24
224,Headphones,Electronics,1041.29,1,Canada,10-01-2022 07:00,1041.29
225,Laptop,Electronics,201.35,1,India,10-01-2022 08:00,201.35
226,Laptop,Electronics,848.93,2,Canada,10-01-2022 09:00,1697.86
227,Phone,Electronics,765.22,4,India,10-01-2022 10:00,3060.88
228,Phone,Accessories,1329.63,1,Canada,10-01-2022 11:00,1329.63
229,Tablet,Electronics,1464.23,1,UK,10-01-2022 12:00,1464.23
230,Headphones,Electronics,271.94,4,UK,10-01-2022 13:00,1087.76
231,Phone,Accessories,172.33,1,Canada,10-01-2022 14:00,172.33
232,Laptop,Electronics,1574.19,3,India,10-01-2022 15:00,4722.57
233,Headphones,Electronics,1103.18,4,India,10-01-2022 16:00,4412.72
234,Headphones,Electronics,1115.81,1,UK,10-01-2022 17:00,1115.81
235,Laptop,Accessories,1963.36,1,Germany,10-01-2022 18:00,1963.36
236,Phone,Accessories,931.71,2,Canada,10-01-2022 19:00,1863.42
237,Laptop,Accessories,472.77,4,Canada,10-01-2022 20:00,1891.08
238,Headphones,Electronics,1393.22,2,Canada,10-01-2022 21:00,2786.44
239,Camera,Electronics,1649.79,4,USA,10-01-2022 22:00,6599.16
240,Camera,Accessories,1054.49,1,UK,10-01-2022 23:00,1054.49
241,Tablet,Accessories,1414.45,1,India,11-01-2022 00:00,1414.45
242,Laptop,Accessories,1076.47,2,Canada,11-01-2022 01:00,2152.94
243,Laptop,Accessories,873.97,3,Germany,11-01-2022 02:00,2621.91
244,Tablet,Accessories,165.13,3,India,11-01-2022 03:00,495.39
245,Tablet,Electronics,430.11,1,Germany,11-01-2022 04:00,430.11
246,Tablet,Electronics,1011.56,3,Germany,11-01-2022 05:00,3034.68
247,Headphones,Electronics,853.4,1,Canada,11-01-2022 06:00,853.4
248,Laptop,Electronics,1701.48,2,India,11-01-2022 07:00,3402.96
249,Headphones,Electronics,306.05,3,USA,11-01-2022 08:00,918.15
250,Tablet,Electronics,195.24,2,Canada,11-01-2022 09:00,390.48
251,Laptop,Electronics,265.56,1,UK,11-01-2022 10:00,265.56
252,Headphones,Electronics,1388.38,1,USA,11-01-2022 11:00,1388.38
253,Headphones,Electronics,1229.5,2,India,11-01-2022 12:00,2459
254,Tablet,Accessories,1301.22,2,Germany,11-01-2022 13:00,2602.44
255,Laptop,Electronics,398.15,4,USA,11-01-2022 14:00,1592.6
256,Tablet,Electronics,1081.07,3,UK,11-01-2022 15:00,3243.21
257,Laptop,Electronics,1558.57,3,Germany,11-01-2022 16:00,4675.71
258,Camera,Accessories,1399.37,2,UK,11-01-2022 17:00,2798.74
259,Phone,Accessories,933.51,4,UK,11-01-2022 18:00,3734.04
260,Phone,Electronics,296.65,4,Germany,11-01-2022 19:00,1186.6
261,Phone,Electronics,1754.24,2,Canada,11-01-2022 20:00,3508.48
262,Tablet,Electronics,1099.79,2,India,11-01-2022 21:00,2199.58
263,Camera,Electronics,1790.36,1,UK,11-01-2022 22:00,1790.36
264,Laptop,Accessories,933.53,2,India,11-01-2022 23:00,1867.06
265,Headphones,Accessories,550.32,4,USA,12-01-2022 00:00,2201.28
266,Laptop,Electronics,684.08,2,Germany,12-01-2022 01:00,1368.16
267,Headphones,Accessories,894.48,3,USA,12-01-2022 02:00,2683.44
268,Laptop,Accessories,1267.02,4,UK,12-01-2022 03:00,5068.08
269,Camera,Accessories,1560.93,3,India,12-01-2022 04:00,4682.79
270,Headphones,Accessories,561.02,3,Canada,12-01-2022 05:00,1683.06
271,Tablet,Electronics,456.67,2,Germany,12-01-2022 06:00,913.34
272,Laptop,Accessories,485.05,4,Germany,12-01-2022 07:00,1940.2
273,Laptop,Accessories,1875.55,2,UK,12-01-2022 08:00,3751.1
274,Headphones,Electronics,411.5,2,Germany,12-01-2022 09:00,823
275,Tablet,Electronics,756.91,2,Canada,12-01-2022 10:00,1513.82
276,Tablet,Electronics,1023.15,2,India,12-01-2022 11:00,2046.3
277,Camera,Electronics,1156.79,2,Canada,12-01-2022 12:00,2313.58
278,Tablet,Accessories,1730.36,2,USA,12-01-2022 13:00,3460.72
279,Tablet,Electronics,314.48,3,India,12-01-2022 14:00,943.44
280,Tablet,Accessories,305.23,2,USA,12-01-2022 15:00,610.46
281,Phone,Electronics,701.18,4,USA,12-01-2022 16:00,2804.72
282,Camera,Accessories,885.08,3,India,12-01-2022 17:00,2655.24
283,Laptop,Electronics,810.17,1,Germany,12-01-2022 18:00,810.17
284,Headphones,Electronics,844.61,3,India,12-01-2022 19:00,2533.83
285,Laptop,Accessories,1717.76,3,India,12-01-2022 20:00,5153.28
286,Camera,Electronics,1689.67,3,UK,12-01-2022 21:00,5069.01
287,Headphones,Electronics,1630.45,1,India,12-01-2022 22:00,1630.45
288,Camera,Electronics,1535.03,3,UK,12-01-2022 23:00,4605.09
289,Tablet,Electronics,176.74,2,India,13-01-2022 00:00,353.48
290,Headphones,Electronics,383.84,3,Germany,13-01-2022 01:00,1151.52
291,Tablet,Electronics,1491.17,1,Canada,13-01-2022 02:00,1491.17
292,Laptop,Electronics,1230.2,2,Canada,13-01-2022 03:00,2460.4
293,Laptop,Electronics,1380.49,2,India,13-01-2022 04:00,2760.98
294,Headphones,Electronics,1462.17,4,Germany,13-01-2022 05:00,5848.68
295,Headphones,Electronics,1831.59,3,India,13-01-2022 06:00,5494.77
296,Camera,Accessories,1306.77,2,India,13-01-2022 07:00,2613.54
297,Camera,Accessories,623.58,4,Canada,13-01-2022 08:00,2494.32
298,Tablet,Accessories,257.73,2,India,13-01-2022 09:00,515.46
299,Headphones,Accessories,920.96,4,UK,13-01-2022 10:00,3683.84
300,Laptop,Electronics,1448.71,3,India,13-01-2022 11:00,4346.13
301,Camera,Accessories,635.61,1,Germany,13-01-2022 12:00,635.61
302,Camera,Electronics,328.15,4,India,13-01-2022 13:00,1312.6
303,Laptop,Electronics,1997.61,4,Germany,13-01-2022 14:00,7990.44
304,Camera,Accessories,895.86,2,Germany,13-01-2022 15:00,1791.72
305,Tablet,Electronics,511,4,UK,13-01-2022 16:00,2044
306,Headphones,Accessories,412.66,4,UK,13-01-2022 17:00,1650.64
307,Laptop,Accessories,1739.29,1,India,13-01-2022 18:00,1739.29
308,Headphones,Accessories,1657.25,1,USA,13-01-2022 19:00,1657.25
309,Camera,Accessories,1265.31,4,USA,13-01-2022 20:00,5061.24
310,Camera,Electronics,1139.65,2,Germany,13-01-2022 21:00,2279.3
311,Laptop,Accessories,1907.73,4,India,13-01-2022 22:00,7630.92
312,Tablet,Accessories,533.71,1,Canada,13-01-2022 23:00,533.71
313,Phone,Electronics,889.25,2,Germany,14-01-2022 00:00,1778.5
314,Laptop,Accessories,146.86,3,Canada,14-01-2022 01:00,440.58
315,Phone,Electronics,895.32,2,USA,14-01-2022 02:00,1790.64
316,Phone,Accessories,830.01,2,UK,14-01-2022 03:00,1660.02
317,Tablet,Accessories,1904.04,3,Canada,14-01-2022 04:00,5712.12
318,Phone,Electronics,780.64,4,Germany,14-01-2022 05:00,3122.56
319,Phone,Electronics,1686.1,4,India,14-01-2022 06:00,6744.4
320,Tablet,Electronics,1556.53,1,USA,14-01-2022 07:00,1556.53
321,Phone,Accessories,379.82,2,USA,14-01-2022 08:00,759.64
322,Phone,Accessories,1929.16,1,Canada,14-01-2022 09:00,1929.16
323,Phone,Accessories,1298.83,1,Canada,14-01-2022 10:00,1298.83
324,Laptop,Electronics,1233.45,3,USA,14-01-2022 11:00,3700.35
325,Laptop,Electronics,122.24,4,Canada,14-01-2022 12:00,488.96
326,Laptop,Accessories,1428.5,1,Germany,14-01-2022 13:00,1428.5
327,Tablet,Electronics,205.69,2,USA,14-01-2022 14:00,411.38
328,Camera,Accessories,452.22,2,Canada,14-01-2022 15:00,904.44
329,Phone,Accessories,287.38,1,Canada,14-01-2022 16:00,287.38
330,Phone,Electronics,818.59,4,UK,14-01-2022 17:00,3274.36
331,Tablet,Electronics,1611.85,2,Canada,14-01-2022 18:00,3223.7
332,Phone,Accessories,1444.02,3,Canada,14-01-2022 19:00,4332.06
333,Laptop,Electronics,302.72,2,USA,14-01-2022 20:00,605.44
334,Camera,Accessories,1617.08,1,USA,14-01-2022 21:00,1617.08
335,Headphones,Electronics,975.61,2,Germany,14-01-2022 22:00,1951.22
336,Phone,Electronics,162,2,India,14-01-2022 23:00,324
337,Laptop,Electronics,525.27,3,Canada,15-01-2022 00:00,1575.81
338,Headphones,Accessories,1591.85,4,UK,15-01-2022 01:00,6367.4
339,Camera,Accessories,1493.27,4,India,15-01-2022 02:00,5973.08
340,Headphones,Accessories,457.87,4,UK,15-01-2022 03:00,1831.48
341,Laptop,Accessories,172.2,1,UK,15-01-2022 04:00,172.2
342,Headphones,Electronics,660.88,3,USA,15-01-2022 05:00,1982.64
343,Tablet,Electronics,1610.36,1,India,15-01-2022 06:00,1610.36
344,Headphones,Accessories,1882.94,1,UK,15-01-2022 07:00,1882.94
345,Phone,Accessories,1188.48,4,Germany,15-01-2022 08:00,4753.92
346,Phone,Accessories,273.1,2,Germany,15-01-2022 09:00,546.2
347,Tablet,Electronics,1053.96,1,UK,15-01-2022 10:00,1053.96
348,Laptop,Electronics,1997.7,1,India,15-01-2022 11:00,1997.7
349,Phone,Electronics,1883.47,3,India,15-01-2022 12:00,5650.41
350,Camera,Accessories,1987.1,4,Canada,15-01-2022 13:00,7948.4
351,Phone,Accessories,1428.89,2,Germany,15-01-2022 14:00,2857.78
352,Phone,Electronics,909.57,3,USA,15-01-2022 15:00,2728.71
353,Laptop,Accessories,1796.95,2,Canada,15-01-2022 16:00,3593.9
354,Headphones,Accessories,1800.84,4,India,15-01-2022 17:00,7203.36
355,Phone,Electronics,374.29,3,Canada,15-01-2022 18:00,1122.87
356,Tablet,Accessories,1573.23,3,UK,15-01-2022 19:00,4719.69
357,Headphones,Electronics,1846.69,2,UK,15-01-2022 20:00,3693.38
358,Camera,Accessories,1807.19,2,Germany,15-01-2022 21:00,3614.38
359,Laptop,Accessories,1442.98,4,India,15-01-2022 22:00,5771.92
360,Camera,Accessories,1120.98,4,UK,15-01-2022 23:00,4483.92
361,Headphones,Electronics,1575.82,2,UK,16-01-2022 00:00,3151.64
362,Headphones,Electronics,1080.7,4,Germany,16-01-2022 01:00,4322.8
363,Headphones,Accessories,710.34,3,India,16-01-2022 02:00,2131.02
364,Camera,Accessories,591.98,1,USA,16-01-2022 03:00,591.98
365,Headphones,Electronics,1127.25,1,Canada,16-01-2022 04:00,1127.25
366,Camera,Accessories,966.31,3,Germany,16-01-2022 05:00,2898.93
367,Headphones,Accessories,1096.54,3,Germany,16-01-2022 06:00,3289.62
368,Tablet,Electronics,595.32,4,Germany,16-01-2022 07:00,2381.28
369,Headphones,Accessories,1222.11,2,India,16-01-2022 08:00,2444.22
370,Camera,Accessories,1357.94,2,Germany,16-01-2022 09:00,2715.88
371,Phone,Accessories,1633.01,4,USA,16-01-2022 10:00,6532.04
372,Headphones,Accessories,1220.98,4,UK,16-01-2022 11:00,4883.92
373,Phone,Electronics,1536.53,4,USA,16-01-2022 12:00,6146.12
374,Tablet,Electronics,421.83,2,Canada,16-01-2022 13:00,843.66
375,Laptop,Electronics,330.02,4,Canada,16-01-2022 14:00,1320.08
